tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_pekerjaan,jumlah
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Belum/Tidak Bekerja,82
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Mengurus Rumah Tangga,1508
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pelajar/Mahasiswa,733
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pensiunan,26
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pegawai Negeri Sipil,240
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Tentara Nasional Indonesia,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Kepolisian RI,13
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perdagangan,5
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Petani/Pekebun,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Nelayan/Perikanan,931
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Konstruksi,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Transportasi,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Karyawan Swasta,321
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Karyawan BUMN,4
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Karyawan Honorer,326
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Buruh Harian Lepas,55
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Buruh Tani/Perkebunan,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Seniman,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Wartawan,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Ustadz/Mubaligh,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Dosen,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Guru,133
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Dokter,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Bidan,16
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perawat,18
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Apoteker,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pelaut,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Sopir,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pedagang,9
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Wiraswasta,357
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Lainnya,340
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Belum/Tidak Bekerja,151
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Mengurus Rumah Tangga,1794
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pelajar/Mahasiswa,772
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pensiunan,11
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pegawai Negeri Sipil,71
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Kepolisian RI,8
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perdagangan,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Petani/Pekebun,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Nelayan/Perikanan,1100
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Industri,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Konstruksi,4
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Transportasi,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Karyawan Swasta,313
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Karyawan Honorer,110
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Buruh Harian Lepas,213
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Buruh Nelayan/Perikanan,21
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Dosen,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Guru,99
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Dokter,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Bidan,13
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perawat,13
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pelaut,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Sopir,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pedagang,9
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Wiraswasta,161
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Lainnya,322
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Belum/Tidak Bekerja,32
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Mengurus Rumah Tangga,650
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pelajar/Mahasiswa,259
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pensiunan,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pegawai Negeri Sipil,31
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Kepolisian RI,4
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Petani/Pekebun,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Nelayan/Perikanan,431
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Konstruksi,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Transportasi,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Karyawan Swasta,89
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Karyawan BUMN,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Karyawan Honorer,109
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Buruh Harian Lepas,46
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Buruh Nelayan/Perikanan,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Imam Mesjid,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Guru,52
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Bidan,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Perawat,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pelaut,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Wiraswasta,82
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Lainnya,160
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Belum/Tidak Bekerja,52
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Mengurus Rumah Tangga,620
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pelajar/Mahasiswa,217
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pensiunan,14
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pegawai Negeri Sipil,44
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Kepolisian RI,4
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perdagangan,6
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Nelayan/Perikanan,250
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Karyawan Swasta,117
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Karyawan Honorer,109
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Buruh Harian Lepas,17
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Buruh Nelayan/Perikanan,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Dosen,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Guru,33
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Bidan,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perawat,5
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pelaut,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pedagang,11
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Wiraswasta,219
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Lainnya,71
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Belum/Tidak Bekerja,100
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Mengurus Rumah Tangga,1364
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pelajar/Mahasiswa,634
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pensiunan,16
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pegawai Negeri Sipil,150
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Kepolisian RI,9
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perdagangan,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Petani/Pekebun,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Peternak,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Nelayan/Perikanan,748
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Konstruksi,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan Swasta,210
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan BUMN,5
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan BUMD,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan Honorer,314
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Buruh Harian Lepas,62
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Buruh Nelayan/Perikanan,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Wartawan,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Ustadz/Mubaligh,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Dosen,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Guru,124
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Bidan,7
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perawat,9
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pelaut,12
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Sopir,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pedagang,14
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Wiraswasta,366
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Lainnya,207
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Belum/Tidak Bekerja,30
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Mengurus Rumah Tangga,910
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pelajar/Mahasiswa,364
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pensiunan,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pegawai Negeri Sipil,16
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Tentara Nasional Indonesia,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Kepolisian RI,3
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perdagangan,2
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Petani/Pekebun,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Nelayan/Perikanan,681
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Konstruksi,5
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Transportasi,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Karyawan Swasta,124
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Karyawan Honorer,179
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Buruh Harian Lepas,9
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Buruh Nelayan/Perikanan,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pembantu Rumah Tangga,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Guru,44
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pengacara,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Bidan,10
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perawat,6
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Apoteker,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pelaut,1
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Wiraswasta,83
2020,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Lainnya,108
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Belum/Tidak Bekerja,21
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Mengurus Rumah Tangga,503
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pelajar/Mahasiswa,326
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pensiunan,79
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pegawai Negeri Sipil,54
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Tentara Nasional Indonesia,66
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Kepolisian RI,6
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Perdagangan,4
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Petani/Pekebun,3
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Transportasi,11
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Karyawan Swasta,738
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Karyawan BUMN,13
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Karyawan Honorer,9
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Buruh Harian Lepas,37
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Buruh Tani/Perkebunan,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pembantu Rumah Tangga,2
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Seniman,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Imam Mesjid,2
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pendeta,10
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Presiden,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Dosen,4
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Guru,12
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pilot,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pengacara,3
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Konsultan,2
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Dokter,7
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Bidan,4
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Perawat,7
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Psikiater/Psikolog,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pelaut,3
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Sopir,4
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pedagang,51
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Wiraswasta,305
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Lainnya,297
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Belum/Tidak Bekerja,214
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Mengurus Rumah Tangga,3779
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pelajar/Mahasiswa,1868
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pensiunan,245
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pegawai Negeri Sipil,146
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Tentara Nasional Indonesia,20
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Kepolisian RI,198
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Perdagangan,6
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Industri,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Transportasi,36
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan Swasta,5449
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan BUMN,40
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan BUMD,4
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan Honorer,24
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Buruh Harian Lepas,181
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Buruh Tani/Perkebunan,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pembantu Rumah Tangga,3
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Tukang Jahit,2
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Penata Rias,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Penata Busana,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Mekanik,8
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Seniman,6
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pendeta,10
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Wartawan,14
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Juru Masak,2
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Anggota DPR-RI,2
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Anggota DPRD Kabupaten/Kota,1
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Dosen,28
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Guru,87
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pengacara,13
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Notaris,7
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Arsitek,5
2020,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Konsultan,5
